BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
02GN;02GN00;SGM Kennemer Lyceum;BLOEMENDAAL;Noord-Holland;VWO;;;Economie en Maatschappij;5;5;0;6,4;6,6;6,7
02GN;02GN00;SGM Kennemer Lyceum;BLOEMENDAAL;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;14;0;6,8;6,8;6,9
02GN;02GN00;SGM Kennemer Lyceum;BLOEMENDAAL;Noord-Holland;VWO;;;Natuur en Gezondheid;18;15;3;6,5;6,4;6,5
02GN;02GN00;SGM Kennemer Lyceum;BLOEMENDAAL;Noord-Holland;VWO;;;Natuur en Techniek;8;5;3;6,7;6,6;6,7
02GN;02GN00;SGM Kennemer Lyceum;BLOEMENDAAL;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;28;26;2;6,6;6,4;6,6
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;3;2;1;6,2;5,8;6,2
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Economie en Maatschappij;11;11;0;6,2;6,7;6,5
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;4;1;6,1;6,2;6,4
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Natuur en Gezondheid;6;5;1;6,3;6,4;6,5
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Natuur en Techniek;2;2;0;6,1;6,4;6,5
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;6,8;7,3;7,0
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Cultuur en Maatschappij;2;2;0;6,4;6,2;6,4
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Economie en Maatschappij;12;10;2;6,3;6,2;6,4
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;12;3;6,6;6,2;6,5
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Natuur en Gezondheid;10;10;0;6,4;6,4;6,5
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Natuur en Techniek;3;3;0;7,1;7,3;7,2
02GP;02GP00;Het Rijnlands Lyceum;WASSENAAR;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;25;24;1;6,9;7,2;7,1
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;6;6;0;6,7;6,6;6,8
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij;2;2;0;6,6;6,0;6,5
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;7,3;6,5;7,1
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;11;10;1;7,1;6,6;7,0
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij;1;1;0;7,2;7,1;7,4
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek;1;1;0;7,7;7,5;7,6
02GP;02GP04;Het Rijnlands Lyceum;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;1;1;0;7,8;8,0;8,1
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;7;5;2;6,3;6,0;6,4
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;41;38;3;6,5;6,4;6,5
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,3;6,0;6,4
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;13;13;0;6,4;6,4;6,5
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;15;1;6,4;6,3;6,4
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;7,2;6,7;7,0
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;21;21;0;6,6;6,4;6,5
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;23;22;1;6,7;6,5;6,7
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;16;15;1;6,5;6,2;6,5
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid / Cultuur en Maatschappij;1;1;0;6,7;6,6;6,8
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;7,5;7,2;7,6
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek;2;2;0;7,2;7,2;7,3
02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;40;39;1;6,6;6,6;6,7
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;7;7;0;6,3;7,0;6,8
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;8;8;0;6,5;6,9;6,8
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;7;7;0;6,2;6,8;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Techniek;Voertuigentechniek;10;10;0;6,5;7,1;6,9
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Verzorging;21;21;0;6,4;6,5;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;GL;Landbouw;Landbouw Breed -ISP;4;3;1;6,5;5,7;6,3
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;GL;Techniek;Techniek Breed -ISP;8;8;0;6,6;6,4;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;6;6;0;6,4;6,1;6,3
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;12;12;0;6,4;6,4;6,5
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;12;11;1;6,5;6,5;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;16;16;0;6,3;6,1;6,4
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Techniek;Bouwtechniek;6;6;0;6,5;6,5;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;4;4;0;6,5;6,5;6,6
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Techniek;Voertuigentechniek;6;6;0;6,4;6,9;6,8
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Verzorging;14;13;1;6,3;6,1;6,3
02HI;02HI00;Steenspil VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;TL;;;12;9;3;6,7;6,4;6,7
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,9;7,4;7,3
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;16;16;0;6,7;7,2;6,9
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Verzorging;4;4;0;6,8;8,1;7,3
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;6;6;0;7,1;7,2;7,3
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;10;10;0;6,7;6,5;6,8
02HI;02HI06;Pomona VMBO;BERGEN OP ZOOM;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Verzorging;8;8;0;7,3;7,1;7,3
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;BL;Economie;HBR;19;18;1;6,2;6,5;6,5
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;BL;Intersect. programma;DP;21;20;1;6,4;6,9;6,8
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;BL;Techniek;BWI;1;1;0;6,5;6,9;6,5
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;BL;Techniek;MTR;9;8;1;6,2;6,8;6,6
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;BL;Techniek;PIE;14;14;0;6,2;6,9;6,7
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Economie;HBR;9;9;0;6,5;6,2;6,6
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Intersect. programma;DP;35;34;1;6,6;6,3;6,6
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Techniek;BWI;1;1;0;6,1;6,1;6,2
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Techniek;Bouwtechniek;1;1;0;6,0;6,2;6,5
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Techniek;MTR;5;2;3;5,9;5,8;5,9
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;KL;Techniek;PIE;7;7;0;6,3;6,3;6,5
02IB;02IB00;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;TL;;;5;5;0;6,7;6,1;6,5
02IB;02IB02;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;GL;Intersect. programma;DP;10;9;1;6,4;6,4;6,4
02IB;02IB02;DaCapocollege Rijksweg Zuid;SITTARD-GELEEN;Limburg;VMBO;TL;;;88;83;5;6,5;6,4;6,5
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Economie;Consumptief Breed -ISP;11;11;0;6,8;6,7;6,9
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;5;5;0;6,4;6,5;6,5
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;11;10;1;6,5;6,8;6,8
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Techniek;Elektrotechniek;2;2;0;6,7;7,1;7,0
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;8;7;1;6,5;7,1;6,9
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Techniek;Metalectro -ISP;2;2;0;7,1;7,3;7,2
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;BL;Techniek;Voertuigentechniek;8;8;0;7,1;7,5;7,3
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;GL;Economie;Consumptief Breed -ISP;7;7;0;6,7;6,5;6,7
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;GL;Intersect. programma;Dienstverlening & Commercie;2;2;0;6,9;6,5;6,9
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;GL;Techniek;Bouwtechniek;6;6;0;6,9;6,7;7,0
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;GL;Techniek;Metalectro -ISP;7;7;0;6,8;6,4;6,8
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;GL;Techniek;Voertuigentechniek;9;9;0;6,8;6,3;6,7
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Economie;Consumptief Breed -ISP;12;11;1;6,4;6,1;6,4
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;10;10;0;6,9;6,7;6,8
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;13;13;0;6,7;6,5;6,6
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Techniek;Elektrotechniek;4;4;0;6,9;6,8;6,9
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Techniek;Metaaltechniek;7;7;0;6,0;6,2;6,3
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Techniek;Metalectro -ISP;4;4;0;6,4;6,5;6,4
02IC;02IC00;Edudelta College Middelharnis;GOEREE-OVERFLAKKEE;Zuid-Holland;VMBO;KL;Techniek;Voertuigentechniek;7;7;0;6,4;6,2;6,4
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Cultuur en Maatschappij;14;12;2;6,4;6,2;6,4
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Economie en Maatschappij;40;37;3;6,5;6,4;6,5
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,8;6,7;6,8
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Natuur en Gezondheid;28;25;3;6,3;6,4;6,5
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Natuur en Techniek;4;4;0;6,5;7,1;6,8
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;20;19;1;6,5;6,6;6,6
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VWO;;;Economie en Maatschappij;9;9;0;6,5;6,3;6,5
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;9;1;6,6;6,5;6,6
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VWO;;;Natuur en Gezondheid;12;11;1;6,5;6,4;6,6
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VWO;;;Natuur en Techniek;4;4;0;6,2;6,8;6,5
02JG;02JG00;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;20;0;7,1;7,3;7,3
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;BL;Economie;Handel en Administratie -ISP;2;2;0;7,3;6,8;7,1
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;BL;Economie;Handel en Verkoop;4;4;0;6,0;6,2;6,3
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;BL;Techniek;BWI;6;6;0;6,3;6,6;6,8
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;BL;Techniek;PIE;9;9;0;6,0;6,5;6,3
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;14;13;1;6,5;6,6;6,7
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;KL;Economie;Handel en Administratie -ISP;8;8;0;6,5;6,7;6,8
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;KL;Economie;Handel en Verkoop;3;3;0;6,6;6,1;6,5
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;KL;Techniek;BWI;6;6;0;6,5;6,5;7,1
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;KL;Techniek;PIE;14;13;1;6,5;6,4;6,7
02JG;02JG04;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;21;1;6,6;6,2;6,4
02JG;02JG05;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;GL;Economie;Technologie Orientatie;13;12;1;6,3;6,2;6,4
02JG;02JG05;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;GL;Techniek;Technologie Orientatie;8;8;0;6,4;6,6;6,6
02JG;02JG05;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;5;5;0;6,4;6,4;6,6
02JG;02JG05;Emelwerda College;NOORDOOSTPOLDER;Flevoland;VMBO;TL;;;36;36;0;6,3;6,4;6,6
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;BL;Economie;HBR;39;38;1;6,5;6,9;6,6
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;BL;Techniek;BWI;26;26;0;6,3;6,9;6,4
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;BL;Techniek;PIE;27;26;1;6,6;7,1;6,6
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;KL;Economie;HBR;45;43;2;6,4;6,3;6,6
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;KL;Techniek;BWI;14;14;0;6,5;6,5;6,6
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;KL;Techniek;PIE;37;34;3;6,4;6,3;6,4
02KB;02KB00;Teylingen College;TEYLINGEN;Zuid-Holland;VMBO;TL;;;26;24;2;6,4;6,3;6,5
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;19;15;4;6,4;6,0;6,3
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Economie en Maatschappij;90;74;16;6,3;6,0;6,2
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,7;7,0;6,9
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Natuur en Gezondheid;41;36;5;6,3;6,2;6,4
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Natuur en Techniek;19;16;3;6,4;6,2;6,5
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;6,3;6,6;6,6
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VMBO;TL;;;91;88;3;6,6;6,6;6,7
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Cultuur en Maatschappij;3;3;0;7,3;6,8;7,1
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Economie en Maatschappij;25;24;1;6,4;6,1;6,4
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;7,0;6,6;6,9
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Natuur en Gezondheid;26;18;8;6,4;5,9;6,4
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Natuur en Techniek;8;7;1;6,5;6,2;6,4
02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;36;31;5;6,6;6,3;6,6
02KB;02KB02;Teylingen College;OEGSTGEEST;Zuid-Holland;VMBO;TL;;;128;122;6;6,5;6,5;6,6
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;20;20;0;6,3;7,0;6,6
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;10;10;0;6,5;7,2;6,9
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;17;15;2;6,1;6,7;6,5
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Techniek;Elektrotechniek;13;13;0;6,1;6,5;6,4
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Techniek;Grafische Techniek;7;7;0;6,4;6,8;6,7
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;8;8;0;6,1;6,3;6,3
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;19;0;6,3;6,8;6,6
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;15;15;0;6,2;6,6;6,5
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;11;10;1;6,4;6,4;6,5
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;11;10;1;6,1;6,2;6,3
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Techniek;Elektrotechniek;7;7;0;6,2;6,3;6,4
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Techniek;Grafische Techniek;10;10;0;6,4;6,4;6,5
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;19;0;6,4;6,4;6,5
02KM;02KM00;Haarlem College;HAARLEM;Noord-Holland;VMBO;TL;;;23;22;1;6,5;6,2;6,5
02KR;02KR00;St Bonifatius Mavo;NOORDOOSTPOLDER;Flevoland;VMBO;TL;;;130;124;6;6,6;6,3;6,6
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Administratie;1;1;0;6,6;7,0;6,8
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;11;10;1;6,4;6,6;6,6
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;6;6;0;6,4;7,3;6,9
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Techniek Breed -ISP;8;7;1;5,9;6,5;6,3
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;3;3;0;7,0;7,0;7,1
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;29;29;0;6,1;6,5;6,4
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Administratie;1;1;0;5,7;6,8;6,3
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;10;9;1;6,6;6,3;6,7
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;KL;Techniek;Techniek Breed -ISP;12;9;3;6,3;6,2;6,5
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;5;4;1;6,9;6,1;6,6
02LB;02LB00;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;15;13;2;6,2;5,9;6,3
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;3;3;0;6,5;6,1;6,3
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;6;5;1;6,2;6,5;6,4
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,5;6,6;6,6
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;9;2;6,1;6,4;6,4
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VMBO;TL;;;46;44;2;6,4;6,5;6,5
02LB;02LB08;Openb SGM Nieuw Zuid;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;1;2;6,5;5,9;6,3
